Link,Price,Address,Number of Rooms,Living Space Area,Highlighted Description,Description
/rent/4000549731," CHF 3,980.– / monthTop","Steinweg 27, 4147 Aesch",3.5 rooms 150m² living space ,3.5 rooms 150m² living space ,Doppeleinfamilienhaus mit grossem Garten in Aesch BL,"Doppeleinfamilienhaus mit grossem Garten in Aesch BL Wir vermieten nach Vereinbarung ein neu renoviertes Doppel-Einfamilienhaus mit grosszügigem Garten an attraktiver Lage.Das Haus verfügt über eine Garage und einen Parkplatz und je einem Gartenteil auf der Eingangs- bzw. auf der Rückseite des Hauses (89 m2, kleiner Sitzplatz bzw. 145 m2, gedeckte Terrasse) und bietet folgendes Raumprogramm:Kellergeschoss • Hobbyraum: 19.2 m2, Vinylboden • Technik: 13.5 m2, Betonboden, Ölheizung, Tank • Luftschutz: 7.2 m2, Betonboden • Vorraum/Waschen: 16.7 m2, Betonboden, Dusche, Waschmaschine, Entkalkungsanlage Erdgeschoss • Vorraum/Treppe: 10.9 m2, Plattenboden, Einbauschränke • Essen: 12.4 m2, Plattenboden • WC: 2.4 m2, Plattenboden • Küche: 6.4 m2, Plattenboden • Wohnen: 28.8 m2, Parkettboden, Ausgang auf Terrasse Obergeschoss • Zimmer 1: 13.4 m2, Parkettboden, Ausgang auf Balkon • Zimmer 2: 15.4 m2, Parkettboden, Ausgang auf Balkon • Zimmer 3: 8.8 m2, Parkettboden • Zimmer 4: 8.8 m2, Parkettboden • Bad: 4.3 m2, Plattenboden, Badewanne • Vorraum: 6.8 m2 Bitte beachten Sie, dass es sich beim genannten Mietzins um einen Nettomietzins handelt. Die Nebenkosten werden durch uns direkt an die Mieterschaft verrechnet. "
/rent/4000549724," CHF 1,810.– / monthTop","Davidsbodenstrasse 20, 4056 Basel",1.5 rooms 26m² living space ,1.5 rooms 26m² living space ,Grosse 1 1/2 Zimmer Wohnung mit 26 m2 an zentraler Lage,"Grosse 1 1/2 Zimmer Wohnung mit 26 m2 an zentraler Lage Die Wohnung befindet sich im 1. Stock an einer ruhiger Seitenstrasse (20iger Zone). Das Wohnzimmer sowie die Küche, Badezimmer und Gang sind mit Türen getrennt. Die Liegenschaft wurde 2016 total renoviert mit neuem Lift, Badezimmer mit Dusche , Parkettböden, neuer Küche, neue Fenster etc und befindet sich in der Nähe des Universitätsspitals mit guter Anbindung an den öffentlichen Verkehr. Im Umkreis von 150m Restaurants und Läden geöffnet bis 22:00 "
/rent/4000549594," CHF 3,200.– / monthTop","Schöneggstrasse 4, 6285 Hitzkirch",3.5 rooms 140m² living space ,3.5 rooms 140m² living space ,Traumhafte Attikawohnung mit Berg- & Seesicht,"Traumhafte Attikawohnung mit Berg- & Seesicht Wir vermieten in Hitzkirch an traumhafter Lage eine wunderschöne, neu renovierte 3.5 Zimmer Wohnung die keine Wünsche offen lässt. • moderne Küche, Induktion, Geschirrspüler, Steamer, Backofen, Mikrowelle • Wohnzimmer mit eigenem Balkon und herrlicher Aussicht • Cheminée • grosses Eltern Schlafzimmer mit eigenem Balkon, Morgensonne, direkter Zugang zum Bad • 2 Kinderzimmer • grosses Bad mit 2 Lavabos, Badewanne • Gäste WC mit separater Dusche • Einbauschrank • Dispo • grosser eigener Estrich • moderne Waschküche zur gemeinsamen Nutzung • eigener Anschluss für WM/TB in Wohnung vorhanden • Bodenheizung • Wärmepumpen-Boiler • Parkplätze oder Garage können zusätzlich gemietet werden • Kelleranteil • ruhig, ländlich, kinderfreundlich • freie Sicht auf Berge und Seen "
/rent/4000549488," CHF 3,720.– / monthTop","Münzentalstrasse 8e, 5212 Hausen AG",3.5 rooms 170m² living space ,3.5 rooms 170m² living space ,"3.5 Wohnung inkl. deluxe Atelier, E-Mobility","3.5 Wohnung inkl. deluxe Atelier, E-Mobility Wohnen am Eitenberg - beste Wohnqualität in hervorragender Architektur: Am Eitenberg in der Gemeinde Hausen bei Brugg stehen an leichter Hanglage fünf topmoderne Mehrfamilienhäuser mit je fünf Wohnungen. Die Gebäude erscheinen bedingt durch ihre anthrazitfarbene Naturschieferfassade und bronzefarbenen Holz-Metall-Fenster in zurückhaltender Eleganz. Architektonisch effektvoll: Die 3.5-Zimmer-Wohnungen mit integriertem Atelier verbinden Stil mit klaren Linien und bieten einen vom Schlafbereich abgegrenzten, grosszügig gestalteten Wohn-/Essbereich mit moderner Küche und angrenzenden Reduit mit Waschturm. Sie befindet sich im Haus Nr. 5 im Eigentum Standard und mit Sicht in die unverbaute Naturzone. Raumhoch verglaste Fensterfronten lassen den Wohnraum in schönstem Tageslicht erstrahlen und bieten Zugang zur Loggia mit direkter Verbindung zum eigenen Garten. Geniessen Sie schattengeschützte oder sonnenverwöhnte Erholungsstunden auf Ihrem privaten Sitzplatz und der angrenzenden Grünflächen. Vier schön angelegte Zimmer, eines davon mit lichtdurchflutetem Badezimmer en suite mit Regendusche, bilden den privateren Teil der Wohnung. Ein zweites Badezimmer, eine Garderobe sowie das Reduit mit Miele-Waschturm vervollständigen diesen durchdachten Grundriss. Mit der internen Treppe gelangen Sie zu Ihrem Atelier und Kellerabteil ohne die Wohnung zu verlassen. Sie können aus dem Atelier auch ein Schlafzimmer mit dem Kellerabteil als begehbaren Kleiderschrank möblieren.Der Kinderwagenraum/Trocknungsraum befindet sich neben dem Lift, wo auch die Hobbyräume mit Multimediaanschluss, Bodenheizung und die durchlüfteten Keller sind. Tiefgarage (CHF 140.-) für E-Mobility, Veloräume und der Spielplatz integrieren sich im Areal. Nahe am Puls der Stadt: Ob Einkaufsmöglichkeiten, ausgezeichnete Verkehrsanbindungen an den Wirtschaftsraum Baden, Basel und Zürich, Kindergarten, Primarschule, Oberstufe oder FHNW sowie zahlreiche Natur und Naherholungsgebiete rund um die Aare und Reuss, alles liegt in unmittelbarer Nähe. Wer gerne Grossstadtluft schnuppert, ist mit dem Auto oder dem öffentlichen Verkehr in 25 Minuten in Zürich.Natur, Technik und Energie: Modernste Fenster, Hebeschiebetüren aus Holz-Metall, raumhohe Türen, natürlich warme Holz- Steinböden, mineralische Farbtöne am Weissputz, fortschrittliche grosszügige Technik in der Küche und im Reduit; Miele XXL Backofen, Miele Geschirrspühler, Miele Kühlschrank mit grossem Tiefkühlfach, Miele Waschmaschine, Miele Wäschetrockner, BORA Glaskeramik Kochfeld, Arwa-Twin Schwenk-, Zugauslauf und Relinggriff in edelstahl, Grifflose Kücheninsel, Kehrichtschrank mit Auszug inkl. ZK Boxx Bio System, integrierte Gerätelüftung, automatisierte Schattensystemen, hinterlüftete Naturschieferverkleidung in der Farbe Anthrazit geben einem das Gefühl zu Hause angekommen zu sein.Die Stromerzeugung erfolgt mit einer intelligenten Photovoltaikanlage für den Eigenverbrauch. Mehrbedarf wird mit dem öffentlichen Netz gedeckt. Naturstrom wie Wasserwerke, externe Photovoltaikanlagen, Biomasse oder Windenergie wird bevorzugt. Die E-Mobility Anlagen in der Tiefgarage stehen für die Zukunft jedem Mieter bereit. Eine Erdsonden-Wärmepumpe heizt oder kühlt das nach Minergie Standard gebaute Haus mit Bodenheizung und Deckenkühlung. Die kontrollierte Wohnungslüftung sorgt für das nötige Wohlbefinden.Mehr Luxus (Smarthome, DC-Ladestation anstelle von AC-Ladestation, Einkaufservice, Wohnungsreinigung) ist gegen Aufpreis erhältlich.Kontakt:Weitere Informationen erhalten Sie über das Kontaktformular oder auf der allgemeinen Homepage des Bauherren zur Wohnung 5.1 unter www.kneussrealestate.ch. Gerne stellen wir Ihnen die Verkaufsunterlagen auch per Post zu. Wir freuen uns auf Ihre Kontaktaufnahme.Ihr Team der KNEUSS Real Estate AG: info@kneussrealestate.ch "
/rent/4000549436," CHF 2,590.– / monthTop","Höheweg 35, 3054 Schüpfen",3.5 rooms 170m² living space ,3.5 rooms 170m² living space ,5 1/2 Zimmer Wohnung in Schüpfen,"5 1/2 Zimmer Wohnung in Schüpfen An zentraler Lage, nahe am Bahnhof Schüpfen, schöne, helle 3.5 Zimmer Wohnung für CHF 1’890 ab 01. März 2024 zu vermieten.Die 170 Quadratmeter grosse 3.5 Zimmer-Wohnung im ersten Obergeschoss verfügt über vier mit Parkettboden ausgestattete Zimmer. Die Wohnung verfügt über ein Badezimmer sowie eine separate Dusche die im Jahr 2022 saniert wurde. Im Keller erwartet dich ein Waschturm mit Waschmaschine und Tumbler. Der Wohn- und Essbereich bietet aureichend Platz für Esstisch und Couch. Die Küche verfügt über einen Backofen, einen Glaskeramikherd und eine neue Abwaschmaschine. Vom Wohnbereich gelangst du auf den grosszügigen Balkon mit 21 Quadratmeter. Parkplätze hat es vor der Liegenschaft für Besucher sowie auf dem EInstellplatz in der Tiefgarage (Ladestation für E-Auto möglich). Zudem hat es im Keller des Hauses Platz für deine Velos.Die Wohnung ist super gelegen. Diese Infrastruktur des Dorfes erreichst du in Kürze: Hauptbahnhof: 5 Gehminuten, Einkaufsmöglichkeiten mit Coop und Spar sowie der Post.Die Wohnung wird neu gestrichen und aufbereitet und ist ab dem 1. März 2024 bezugsbereit. Für einen Besichtigungstermin darfst du dich gerne via Kontaktformular bei mir melden. "
/rent/4000548468," CHF 2,870.– / monthTop","Schlossgasse 17, 8570 Weinfelden",3 rooms ,3 rooms ,Doppeleinfamilienhaus in Weinfelden,"Doppeleinfamilienhaus in Weinfelden 3 Zimmer Wohnung, sehr zentral, charmanter Altbau, Raumhöhe 2 Meter ( Küche und ein Schlafzimmer 2.2m), Renoviert im 2016 - neue Küche und neues Bad, Kindergarten Schwärze und Elisabetha Hess Schulhaus in unmittelbarer Nähe, ZentralheizungEG:Korridor ( Plattenboden), Raumhöhe 2 Meter Badezimmer mit Dusche, Badewanne und Waschmaschine (Plattenboden), mit Handtuchradiator, Raumhöhe 2 Meter Wohnzimmer bestehend aus zwei Räumen die offen zueinander zugänglich sind ( Parkett), mit Holzofen, Raumhöhe 2 Meter große Wohnküche mit Combi Dampfgarer und Putzschrank (Plattenboden), Raumhöhe 2.2 Meter kleiner Abstellraum (Plattenboden)1. OG:3 Schlafzimmer Vinylboden in Holzoptik ( zwei davon noch mit Teppich, wird aber noch renoviert) - eines mit 2.2 Meter Raumhöhe, restliche zwei Zimmer ca. 2 Meter Raumhöhe, alle Fenster mit InsektenrollosSitzplatz: Sitzplatz vom Wohnzimmer her zugänglich, mit SteinplattenEstrich: sehr großer EstrichKeller:Naturkeller mit TrocknerVeloabstellraum: direkt am Haus angebaut ist ein großer Veloabstellrauminkl. 1 Außen Parkplatz (im Mietpreis inbegriffen), ein zweiter kann dazu gemietet werden "
/rent/4000548317," CHF 2,880.– / monthTop","Breitenloostrasse 10, 8309 Nürensdorf",3.5 rooms 71m² living space ,3.5 rooms 71m² living space ,Wohnung in Nürensdorf,"Wohnung in Nürensdorf Die Wohnung ist im EG mit Terrasse (weitere 12.5qm). Das Haus liegt in unverbaubarer Zone. Die Stadt Winterthur ist innert 20 min mit dem Bus erreichbar. Der Zürich-HB ist mit Bus und Zug innert 40 min erreichbar. In unmittelbarer Nähe finden Sie einen Volg, ein Restaurant und Bushaltestellen.Küche und Esszimmer sind mit einem hellen Plattenboden versehen. Alle Schlafzimmer und der Korridor haben einen Parkettboden. Im Korridor sind zwei grosse Einbauschränke. Bei der Garderobe besteht ebenfalls ein Einbauschrank.Wohnung komplett gestrichen 2021. Anschluss für eigenen Waschturm im Bad vorhanden (Dusche oder Waschturm). Ansonsten gemeinsame Waschküche mit Trocknungsraum für Mieter vorhanden.Gemeinsamer Veloraum steht zur Verfügung. Dazu gehört noch ein Kellerabteil und Estrich.Hunde sind nicht erlaubt.Für zusätzliche 50.- Fr/Mt steht ein Parkplatz zur Verfügung. "
/rent/4000548301," CHF 7,170.– / monthTop","Meientalstrasse 67, 8048 Zürich",3.5 rooms 140m² living space ,3.5 rooms 140m² living space ,Top Attikawohnung mit 3 Terrassen und attraktivem Grundriss,"Top Attikawohnung mit 3 Terrassen und attraktivem Grundriss 3.5 Zimmer Neubau-Attikawohnung an attraktiver Lage in AltstettenAn repräsentativer Wohnlage in Zürich Altstetten vermieten wir per 1. April 2024 (evtl. früher) an der Meientalstrasse 67, 8048 Zürich eine äusserst attraktive 3.5 Zimmer-Attikawohnung.Der Neubau befindet sich in einem verkehrsarmen Quartier mit Begegnungszone und umfasst 9 Wohnungen diverser Grössen, inklusive einer Tiefgarage mit 6 Einstellplätzen.Der hochwertige Ausbau bietet eine offene Küche, ein grosses Wohnzimmer, 3 Schlafzimmer, direkter Liftzugang, Bad/WC, DU/WC, eigener Waschturm, sowie 3 grosszügige Terrassen auf insgesamt über 69 m2.Weitere Highlights: • moderne Küche mit Natursteinabdeckung, Glaskeramik-Herd (Induktion), Geschirrspüler, 2 Backöfen sowie genügend Stauraum • eingebaute Garderobe mit Garderobenschrank • Waschmaschine/Tumbler in der Wohnung • 3 Terrassen • Bodenheizung (Erdsonde mit Kühlung im Sommer) • geschlossener Kellerraum im 1. UG (14.4 m2) • Optional sind Hobbyräume und Tiefgaragenplätze (zu je CHF 200.00/Monat) zu vermieten Sind Sie interessiert? Wir freuen uns auf Ihre Kontaktaufnahme!Tel. 044 737 26 26 | info@heinzer-immobilien.ch | www.heinzer-immobilien.ch "
/rent/4000546748," CHF 6,670.– / monthTop","Büchnerstrasse, 8006 Zürich",3.5 rooms 170m² living space ,3.5 rooms 170m² living space ,Sonnige neu sanierte Jugendstilwohnung Zürichberg,"Sonnige neu sanierte Jugendstilwohnung Zürichberg Sonnige neu sanierte Jugendstilwohnung mit Blick über Zürich in ruhiger Lage unterer Zürichberg. Grosszügige Fensterfront mit Blick über Zürich, 170 qm, 3.5 Zimmer im 4. OG. plus grosszügiger Eingangsbereich und Kammer. Hochwertige Ausstattung: Parkett, Terrazzo, hohe Decken, neue Badausstattung aus England mit freistehender Badewanne (grosszügiges Badzimmer sowie ein zusätzliches Duschbad), weisse Hochglanzküche, ein sehr grosses Zimmer mit Logia, ein weiteres grosses Zimmer und zwei kleinere nach hinten raus, sowie eine Abstellkammer mit Waschmaschine. Erstbezug nach Sanierung und Rückbau in Jugendstil - inklusive hoher Decken, Glattputz und aufwendiger Restauration von Kassettentüren, Terrazzoboden, Jugendstilheizkörpern. Zusätzliches Kellerabteil auch zur Verfügung. Gleichgeschlechtliche Paare und Golden Ager bevorzugt. "
/rent/4000546653," CHF 5,160.– / monthTop","Oberwolfhauserstrasse 16, 8633 Wolfhausen",5 rooms 290m² living space ,5 rooms 290m² living space ,Bauernhaus in Wolfhausen,"Bauernhaus in Wolfhausen 250-jähriges Zürcher Oberländer FlarzhausLage an sonniger und ruhiger Tempo-30-Zone im alten Dorfteil von Oberwolfhausen.Einseitig angebaut, sanft und mit viel Detailliebe renoviert. Gemütlicher kleiner Naturgarten mit Biotop und zwei Sitzplätzen, Gartenhaus mit Grillstelle.Moderne Wohnküche mit lackierten Stahlfronten und Edelstahlabdeckung, Backofen, Combi-Steamer, Glaskeramik-Kochfeld, Dampfabzug, Geschirrspüler und Kühlschrank.Zusätzliche Räume: Sauna mit Ruheraum, Cheminéeofen und Dusche. Wintergarten mit Galerie, Waschküche mit Waschautomat und Tumbler. Weitere Estrich- und Kellerräume.Besichtigung ab Januar 2024 möglich. "
/rent/4000546484," CHF 4,140.– / monthTop","Hammerstrasse 92, 4057 Basel",3.5 rooms 70m² living space ,3.5 rooms 70m² living space ,H92.ch: Wohnen - Arbeiten - Garten: Neubau,"H92.ch: Wohnen - Arbeiten - Garten: Neubau www.H92.chDie 2023 neu erstellte Liegenschaft liegt mitten in Kleinbasel, wenige Schritte neben der Claramatte und ihrem Parkhaus. Tramstation, Einkaufsmöglichkeiten, ein grosser Spielplatz, das Kulturzentrum Kaserne, das sonnige Rheinbord: Alles ist zu Fuss in wenigen Minuten erreichbar.Die Wohnung im Erdgeschoss überzeugt mit grosszügigen Räumen, ungewöhnlicher Raumhöhe, interessanten Durchblicken und einem komfortablen, weiten Eingangsbereich. Die Böden bestehen aus geschliffenem, versiegeltem Weisszement in Entrée, Wohn- und Essbereich, Küche und Nasszellen. Die Schlafzimmer auf der ruhigen Gartenseite und der Arbeitsraum auf der Strassenseite verfügen über ein geöltes Eichenparkett. Die Wände sind aus Sichtbeton oder haben einen weissen Kalkputz. Bodenhohe Fenster sorgen die für viel Licht. Die Küche hat Induktionsherd, Backofen, Geschirrspüler, Kühl-/Gefrierkombination und Arbeitsflächen aus Stein. Die Nasszelle hat eine Badewanne. Zusätzlich verfügt die Wohnung über eine separate Toilette.Der Wasch- und Trocknungsraum befindet sich im Untergeschoss. Es besteht die Möglichkeit, in der Wohnung eine eigene Waschmaschine einzubauen. Zur Wohnung gehört ein Kellerabteil. Im Keller und im Durchgang zum Innenhof gibt es Veloabstellplätze. Es besteht die Zusatzoption, im Untergeschoss der Liegenschaft einen Bastelraum mit 49 m2 Grundfläche und separater Toilette dazuzumieten.Die Erdgeschosswohnung hat zwei Eingänge: einen über das Treppenhaus in die Entrée und einen weiteren direkt vom Trottoir her in den Arbeitsraum. So ist die Wohnung für eine Kombination von Wohnen und Arbeiten geeignet. Der strassenseitigen Arbeitsraum ist mit Faltwänden vom Rest der Wohnung abtrennbar.Die Wohnung verfügt im ruhigen Innenhof über einen Garten, der nur für die Bewohner/innen der Erdgeschosswohnung zugänglich ist. Der Garten wird im ersten Quartal 2024 angelegt.Der Neubau ist bezugsbereit (Erstvermietung). Bitte melden Sie Ihr Interesse an einer Besichtigung über die Projekt-Homepage an: www.H92.ch. Dort finden Sie weitere Informationen, auch zur anderen noch freien Wohnung des Neubaus, sowie Grundrisspläne und einen detaillierteren Baubeschrieb. "
/rent/4000495769," CHF 2,150.– / monthTop","Hofmattweg 15, 4402 Frenkendorf",2.5 rooms 65m² living space ,2.5 rooms 65m² living space ,Grosszügige  2.5-Zimmer Genossenschaftswohnung an ruhiger Lage,"Grosszügige  2.5-Zimmer Genossenschaftswohnung an ruhiger Lage Per 01. April 2024 vermieten wir diese helle 2.5-Zimmerwohnung an verkehrsgünstiger und ruhiger Lage.Diverse Einkaufsmöglichkeiten befinden sich in der Nähe.Folgende Highlights bietet die Wohnung:- moderne Küche mit Geschirrspülmaschine, Glaskeramikherd, Kühlschrank und Gefrierfachkombination, hochliegender Backofen und Plattenboden- helles Badezimmer mit Badewanne, Spiegel- und Unterschrank, Fenster und Plattenboden- Wohn- und Schlafzimmerzimmer mit Parkettboden- grosszügiger Eingangsbereich mit einem Reduit, einem Essbereich neben der Küche und Parkettboden- Zugang zur Terrasse über das Wohnzimmer- Wohnung mit Fussbodenheizung ausgestattet- Kellerabteil vorhandenFür diese Genossenschaftswohnung muss anstelle einer Mietzinskaution ein Genossenschaftskapital in Höhe von CHF 3'000.- einbezahlt werden.Bei Interesse senden Sie uns gerne das beigefügte Anmeldeformular, einen aktuellen Betreibungsregisterauszug und eine Passkopie aller Erwachsenen zu. Nach Erhalt der vollständigen Bewerbungsunterlagen, werden wir Sie allenfalls für eine Besichtigung kontaktieren. Es werden keine telefonischen Auskünfte erteilt.Ihre Bewerbung senden Sie bitte an info@mbgv-basel.ch "
